shipment_id,supplier_id,product_id,shipped_quantity,dispatch_date,expected_delivery_date,status,destination_warehouse
SHP01627,S016,P087,220,2023-07-06,2023-07-11,DISPATCHED,WH-MUMBAI
SHP01628,S057,P095,222,2024-05-21,2024-05-24,DISPATCHED,WH-HYDERABAD
SHP01629,S045,P037,106,2023-08-04,2023-08-08,DISPATCHED,WH-DELHI
SHP01630,S038,P072,361,2024-08-22,2024-08-26,DISPATCHED,WH-DELHI
SHP01631,S093,P064,183,2023-11-05,2023-11-10,DISPATCHED,WH-MUMBAI
SHP01632,S080,P039,366,2024-05-05,2024-05-10,DISPATCHED,WH-HYDERABAD
SHP01633,S060,P081,384,2024-07-17,2024-07-24,DISPATCHED,WH-BANGALORE
SHP01634,S054,P076,256,2023-09-12,2023-09-16,DISPATCHED,WH-MUMBAI
SHP01635,S075,P035,237,2023-09-26,2023-09-30,DISPATCHED,WH-MUMBAI
SHP01636,S089,P009,464,2023-03-25,2023-03-28,DISPATCHED,WH-DELHI
SHP01637,S098,P090,478,2023-08-14,2023-08-19,DISPATCHED,WH-MUMBAI
SHP01638,S031,P010,52,2024-10-24,2024-10-28,DISPATCHED,WH-MUMBAI
SHP01639,S016,P044,340,2023-08-27,2023-09-03,DISPATCHED,WH-MUMBAI
SHP01640,S025,P028,453,2023-08-02,2023-08-05,DISPATCHED,WH-MUMBAI
SHP01641,S060,P075,282,2023-07-16,2023-07-19,DISPATCHED,WH-MUMBAI
SHP01642,S061,P059,112,2023-04-29,2023-05-03,DISPATCHED,WH-BANGALORE
SHP01643,S062,P046,169,2024-10-16,2024-10-23,DISPATCHED,WH-MUMBAI
SHP01644,S006,P037,182,2024-10-02,2024-10-09,DISPATCHED,WH-MUMBAI
SHP01645,S092,P078,482,2023-07-09,2023-07-14,DISPATCHED,WH-DELHI
SHP01646,S006,P061,129,2023-10-08,2023-10-11,DISPATCHED,WH-MUMBAI
SHP01647,S066,P071,427,2023-12-24,2023-12-27,DISPATCHED,WH-BANGALORE
SHP01648,S074,P055,382,2024-01-15,2024-01-19,DISPATCHED,WH-DELHI
SHP01649,S064,P017,301,2024-09-26,2024-09-30,DISPATCHED,WH-HYDERABAD
SHP01650,S098,P057,416,2024-04-11,2024-04-17,DISPATCHED,WH-BANGALORE
SHP01651,S021,P095,133,2023-11-07,2023-11-10,DISPATCHED,WH-MUMBAI
SHP01652,S021,P022,271,2024-08-19,2024-08-23,DISPATCHED,WH-MUMBAI
SHP01653,S050,P100,475,2023-10-28,2023-11-04,DISPATCHED,WH-MUMBAI
SHP01654,S010,P048,498,2023-06-06,2023-06-09,DISPATCHED,WH-MUMBAI
SHP01655,S005,P044,443,2024-11-10,2024-11-17,DISPATCHED,WH-HYDERABAD
SHP01656,S075,P058,185,2024-10-31,2024-11-06,DISPATCHED,WH-HYDERABAD
SHP01657,S064,P085,247,2023-12-07,2023-12-11,DISPATCHED,WH-HYDERABAD
SHP01658,S003,P014,498,2023-03-18,2023-03-25,DISPATCHED,WH-HYDERABAD
SHP01659,S091,P022,178,2023-01-15,2023-01-21,DISPATCHED,WH-DELHI
SHP01660,S078,P097,497,2023-06-12,2023-06-16,DISPATCHED,WH-DELHI
SHP01661,S024,P025,367,2023-06-10,2023-06-15,DISPATCHED,WH-BANGALORE
SHP01662,S081,P032,418,2024-11-14,2024-11-18,DISPATCHED,WH-MUMBAI
SHP01663,S009,P002,344,2023-07-28,2023-08-02,DISPATCHED,WH-DELHI
SHP01664,S016,P067,307,2023-09-05,2023-09-09,DISPATCHED,WH-DELHI
SHP01665,S085,P096,257,2024-08-08,2024-08-15,DISPATCHED,WH-MUMBAI
SHP01666,S098,P075,263,2024-01-09,2024-01-13,DISPATCHED,WH-DELHI
SHP01667,S054,P032,76,2024-04-29,2024-05-06,DISPATCHED,WH-HYDERABAD
SHP01668,S020,P037,372,2023-03-06,2023-03-12,DISPATCHED,WH-BANGALORE
SHP01669,S067,P007,338,2024-11-26,2024-11-30,DISPATCHED,WH-HYDERABAD
SHP01670,S049,P092,232,2023-12-08,2023-12-11,DISPATCHED,WH-HYDERABAD
SHP01671,S080,P018,272,2023-02-18,2023-02-22,DISPATCHED,WH-MUMBAI
SHP01672,S044,P050,284,2023-05-05,2023-05-12,DISPATCHED,WH-MUMBAI
SHP01673,S072,P016,214,2023-04-21,2023-04-26,DISPATCHED,WH-DELHI
SHP01674,S027,P053,59,2023-09-16,2023-09-19,DISPATCHED,WH-MUMBAI
SHP01675,S057,P096,321,2023-01-21,2023-01-27,DISPATCHED,WH-BANGALORE
SHP01676,S023,P070,107,2024-12-11,2024-12-15,DISPATCHED,WH-BANGALORE
SHP01677,S068,P069,325,2024-06-04,2024-06-10,DISPATCHED,WH-MUMBAI
SHP01678,S002,P041,154,2024-09-24,2024-09-30,DISPATCHED,WH-DELHI
SHP01679,S082,P025,377,2023-02-04,2023-02-09,DISPATCHED,WH-BANGALORE
SHP01680,S004,P084,389,2023-12-19,2023-12-25,DISPATCHED,WH-MUMBAI
SHP01681,S006,P093,426,2023-11-15,2023-11-22,DISPATCHED,WH-HYDERABAD
SHP01682,S055,P030,277,2023-08-03,2023-08-09,DISPATCHED,WH-BANGALORE
SHP01683,S076,P035,353,2024-04-28,2024-05-03,DISPATCHED,WH-MUMBAI
SHP01684,S090,P067,112,2023-12-10,2023-12-13,DISPATCHED,WH-MUMBAI
SHP01685,S008,P008,174,2023-12-18,2023-12-21,DISPATCHED,WH-MUMBAI
SHP01686,S058,P082,351,2023-06-12,2023-06-17,DISPATCHED,WH-DELHI
SHP01687,S037,P065,228,2023-09-14,2023-09-17,DISPATCHED,WH-MUMBAI
SHP01688,S010,P020,300,2024-10-06,2024-10-11,DISPATCHED,WH-MUMBAI
SHP01689,S031,P032,455,2024-01-14,2024-01-21,DISPATCHED,WH-BANGALORE
SHP01690,S003,P042,384,2024-08-10,2024-08-17,DISPATCHED,WH-HYDERABAD
SHP01691,S012,P069,122,2023-05-20,2023-05-26,DISPATCHED,WH-MUMBAI
SHP01692,S028,P018,224,2023-09-10,2023-09-13,DISPATCHED,WH-DELHI
SHP01693,S005,P013,337,2024-04-20,2024-04-26,DISPATCHED,WH-MUMBAI
SHP01694,S011,P020,415,2024-04-21,2024-04-25,DISPATCHED,WH-BANGALORE
SHP01695,S044,P075,229,2024-05-26,2024-06-02,DISPATCHED,WH-MUMBAI
SHP01696,S061,P001,137,2024-09-25,2024-09-29,DISPATCHED,WH-HYDERABAD
SHP01697,S087,P016,297,2023-11-18,2023-11-25,DISPATCHED,WH-DELHI
SHP01698,S097,P085,324,2024-03-08,2024-03-15,DISPATCHED,WH-HYDERABAD
SHP01699,S028,P044,432,2023-02-07,2023-02-14,DISPATCHED,WH-DELHI
SHP01700,S078,P082,351,2023-02-04,2023-02-07,DISPATCHED,WH-DELHI
SHP01701,S036,P009,482,2023-10-19,2023-10-25,DISPATCHED,WH-HYDERABAD
SHP01702,S057,P076,460,2024-02-17,2024-02-24,DISPATCHED,WH-MUMBAI
SHP01703,S078,P019,361,2023-09-20,2023-09-24,DISPATCHED,WH-DELHI
SHP01704,S054,P092,214,2023-09-15,2023-09-22,DISPATCHED,WH-BANGALORE
SHP01705,S064,P026,50,2024-08-27,2024-09-03,DISPATCHED,WH-DELHI
SHP01706,S005,P095,215,2023-02-21,2023-02-26,DISPATCHED,WH-MUMBAI
SHP01707,S015,P057,439,2024-04-27,2024-05-01,DISPATCHED,WH-HYDERABAD
SHP01708,S036,P056,255,2024-03-08,2024-03-13,DISPATCHED,WH-DELHI
SHP01709,S020,P077,244,2024-11-12,2024-11-16,DISPATCHED,WH-DELHI
SHP01710,S077,P082,396,2023-03-21,2023-03-26,DISPATCHED,WH-DELHI
SHP01711,S076,P039,472,2023-03-20,2023-03-26,DISPATCHED,WH-DELHI
SHP01712,S028,P076,174,2024-04-18,2024-04-25,DISPATCHED,WH-HYDERABAD
SHP01713,S024,P045,327,2023-03-07,2023-03-12,DISPATCHED,WH-DELHI
SHP01714,S079,P046,117,2023-12-26,2023-12-31,DISPATCHED,WH-BANGALORE
SHP01715,S098,P058,468,2024-03-08,2024-03-12,DISPATCHED,WH-MUMBAI
SHP01716,S031,P051,177,2024-04-18,2024-04-24,DISPATCHED,WH-BANGALORE
SHP01717,S039,P070,113,2023-02-12,2023-02-17,DISPATCHED,WH-BANGALORE
SHP01718,S043,P035,81,2024-06-30,2024-07-06,DISPATCHED,WH-HYDERABAD
SHP01719,S059,P098,411,2023-03-21,2023-03-26,DISPATCHED,WH-MUMBAI
SHP01720,S014,P033,139,2024-04-20,2024-04-25,DISPATCHED,WH-BANGALORE
SHP01721,S008,P079,138,2024-09-30,2024-10-05,DISPATCHED,WH-HYDERABAD
SHP01722,S053,P071,472,2023-01-13,2023-01-18,DISPATCHED,WH-DELHI
SHP01723,S095,P052,146,2023-12-02,2023-12-05,DISPATCHED,WH-DELHI
SHP01724,S097,P037,57,2024-05-20,2024-05-27,DISPATCHED,WH-BANGALORE
SHP01725,S019,P076,437,2023-05-26,2023-05-29,DISPATCHED,WH-MUMBAI
SHP01726,S100,P053,439,2023-11-23,2023-11-29,DISPATCHED,WH-DELHI
SHP01727,S007,P064,497,2024-09-28,2024-10-05,DISPATCHED,WH-HYDERABAD
SHP01728,S018,P041,367,2024-08-11,2024-08-18,DISPATCHED,WH-BANGALORE
SHP01729,S065,P019,163,2024-06-04,2024-06-08,DISPATCHED,WH-DELHI
SHP01730,S034,P082,198,2024-01-25,2024-01-31,DISPATCHED,WH-DELHI
SHP01731,S063,P061,229,2023-04-23,2023-04-30,DISPATCHED,WH-DELHI
SHP01732,S057,P003,53,2023-04-04,2023-04-08,DISPATCHED,WH-HYDERABAD
SHP01733,S021,P015,333,2024-04-14,2024-04-18,DISPATCHED,WH-DELHI
SHP01734,S064,P085,375,2023-09-21,2023-09-24,DISPATCHED,WH-HYDERABAD
SHP01735,S079,P034,383,2024-10-04,2024-10-07,DISPATCHED,WH-HYDERABAD
SHP01736,S070,P042,148,2023-07-26,2023-08-01,DISPATCHED,WH-DELHI
SHP01737,S039,P074,323,2024-10-21,2024-10-28,DISPATCHED,WH-DELHI
SHP01738,S052,P006,255,2024-07-17,2024-07-22,DISPATCHED,WH-DELHI
SHP01739,S086,P065,146,2024-11-22,2024-11-27,DISPATCHED,WH-BANGALORE
SHP01740,S014,P062,337,2024-04-17,2024-04-23,DISPATCHED,WH-MUMBAI
SHP01741,S077,P028,330,2024-01-07,2024-01-13,DISPATCHED,WH-MUMBAI
SHP01742,S083,P034,145,2023-08-04,2023-08-11,DISPATCHED,WH-DELHI
SHP01743,S028,P014,495,2024-01-13,2024-01-20,DISPATCHED,WH-MUMBAI
SHP01744,S024,P017,248,2023-01-30,2023-02-05,DISPATCHED,WH-BANGALORE
SHP01745,S064,P088,293,2024-07-08,2024-07-11,DISPATCHED,WH-BANGALORE
SHP01746,S016,P069,359,2023-11-18,2023-11-24,DISPATCHED,WH-HYDERABAD
SHP01747,S076,P090,268,2023-02-19,2023-02-24,DISPATCHED,WH-MUMBAI
SHP01748,S095,P005,349,2023-02-01,2023-02-08,DISPATCHED,WH-MUMBAI
SHP01749,S042,P038,85,2023-03-26,2023-03-31,DISPATCHED,WH-HYDERABAD
SHP01750,S030,P087,105,2023-08-25,2023-08-28,DISPATCHED,WH-HYDERABAD
SHP01751,S026,P030,88,2024-02-04,2024-02-08,DISPATCHED,WH-HYDERABAD
SHP01752,S035,P015,482,2024-01-24,2024-01-29,DISPATCHED,WH-DELHI
SHP01753,S033,P026,378,2023-11-12,2023-11-17,DISPATCHED,WH-BANGALORE
SHP01754,S084,P063,444,2023-02-23,2023-02-27,DISPATCHED,WH-MUMBAI
SHP01755,S054,P013,206,2024-12-23,2024-12-28,DISPATCHED,WH-HYDERABAD
SHP01756,S075,P086,306,2023-08-02,2023-08-09,DISPATCHED,WH-HYDERABAD
SHP01757,S015,P010,382,2023-03-29,2023-04-04,DISPATCHED,WH-MUMBAI
SHP01758,S083,P052,218,2024-10-19,2024-10-25,DISPATCHED,WH-MUMBAI
SHP01759,S006,P073,62,2023-02-25,2023-03-01,DISPATCHED,WH-HYDERABAD
SHP01760,S073,P003,343,2023-05-18,2023-05-23,DISPATCHED,WH-DELHI
SHP01761,S089,P045,246,2023-08-05,2023-08-09,DISPATCHED,WH-MUMBAI
SHP01762,S044,P073,465,2023-07-30,2023-08-06,DISPATCHED,WH-MUMBAI
SHP01763,S097,P065,417,2023-05-09,2023-05-12,DISPATCHED,WH-MUMBAI
SHP01764,S057,P005,280,2024-02-17,2024-02-22,DISPATCHED,WH-MUMBAI
SHP01765,S001,P053,428,2023-06-14,2023-06-18,DISPATCHED,WH-HYDERABAD
SHP01766,S032,P021,122,2024-10-30,2024-11-02,DISPATCHED,WH-MUMBAI
SHP01767,S009,P037,281,2023-07-27,2023-08-03,DISPATCHED,WH-BANGALORE
SHP01768,S066,P002,401,2024-08-21,2024-08-26,DISPATCHED,WH-BANGALORE
SHP01769,S005,P076,188,2023-03-03,2023-03-09,DISPATCHED,WH-BANGALORE
SHP01770,S097,P056,358,2023-01-22,2023-01-25,DISPATCHED,WH-HYDERABAD
SHP01771,S011,P035,243,2024-10-01,2024-10-08,DISPATCHED,WH-HYDERABAD
SHP01772,S056,P097,111,2024-08-15,2024-08-19,DISPATCHED,WH-MUMBAI
SHP01773,S034,P010,149,2024-09-04,2024-09-10,DISPATCHED,WH-DELHI
SHP01774,S053,P012,272,2023-03-01,2023-03-04,DISPATCHED,WH-MUMBAI
SHP01775,S027,P038,358,2023-05-13,2023-05-18,DISPATCHED,WH-HYDERABAD
SHP01776,S029,P047,120,2024-12-15,2024-12-22,DISPATCHED,WH-BANGALORE
SHP01777,S097,P055,447,2023-03-05,2023-03-08,DISPATCHED,WH-HYDERABAD
SHP01778,S056,P017,440,2023-02-07,2023-02-13,DISPATCHED,WH-DELHI
SHP01779,S087,P052,451,2024-11-24,2024-11-30,DISPATCHED,WH-MUMBAI
SHP01780,S049,P059,429,2024-05-24,2024-05-30,DISPATCHED,WH-BANGALORE
SHP01781,S035,P093,164,2023-03-18,2023-03-24,DISPATCHED,WH-HYDERABAD
SHP01782,S040,P010,332,2023-05-07,2023-05-14,DISPATCHED,WH-HYDERABAD
SHP01783,S041,P034,235,2023-11-05,2023-11-10,DISPATCHED,WH-HYDERABAD
SHP01784,S033,P095,317,2023-11-12,2023-11-17,DISPATCHED,WH-DELHI
SHP01785,S089,P012,56,2024-06-07,2024-06-11,DISPATCHED,WH-DELHI
SHP01786,S013,P088,242,2024-07-11,2024-07-17,DISPATCHED,WH-HYDERABAD
SHP01787,S034,P090,94,2023-01-23,2023-01-30,DISPATCHED,WH-MUMBAI
SHP01788,S052,P050,354,2023-08-23,2023-08-26,DISPATCHED,WH-MUMBAI
SHP01789,S094,P018,174,2024-12-28,2025-01-04,DISPATCHED,WH-MUMBAI
SHP01790,S024,P010,433,2023-05-06,2023-05-09,DISPATCHED,WH-MUMBAI
SHP01791,S084,P095,474,2024-08-29,2024-09-02,DISPATCHED,WH-BANGALORE
SHP01792,S040,P083,435,2023-03-20,2023-03-25,DISPATCHED,WH-BANGALORE
SHP01793,S055,P021,294,2023-01-18,2023-01-23,DISPATCHED,WH-DELHI
SHP01794,S070,P076,101,2023-05-03,2023-05-09,DISPATCHED,WH-HYDERABAD
SHP01795,S077,P042,490,2024-10-08,2024-10-13,DISPATCHED,WH-MUMBAI
SHP01796,S090,P001,412,2024-11-10,2024-11-14,DISPATCHED,WH-DELHI
SHP01797,S055,P088,131,2023-10-05,2023-10-10,DISPATCHED,WH-DELHI
SHP01798,S049,P048,93,2023-02-17,2023-02-20,DISPATCHED,WH-BANGALORE
SHP01799,S060,P032,50,2024-09-10,2024-09-16,DISPATCHED,WH-MUMBAI
SHP01800,S098,P078,219,2024-12-21,2024-12-25,DISPATCHED,WH-DELHI
SHP01801,S059,P044,317,2024-06-05,2024-06-08,DISPATCHED,WH-DELHI
SHP01802,S063,P094,460,2024-04-04,2024-04-07,DISPATCHED,WH-DELHI
SHP01803,S008,P086,143,2023-04-16,2023-04-20,DISPATCHED,WH-DELHI
SHP01804,S007,P075,79,2024-03-17,2024-03-20,DISPATCHED,WH-BANGALORE
SHP01805,S013,P069,406,2024-07-19,2024-07-25,DISPATCHED,WH-HYDERABAD
SHP01806,S007,P043,325,2023-09-14,2023-09-21,DISPATCHED,WH-BANGALORE
SHP01807,S034,P038,200,2023-09-24,2023-10-01,DISPATCHED,WH-HYDERABAD
SHP01808,S030,P051,336,2023-08-09,2023-08-15,DISPATCHED,WH-HYDERABAD
SHP01809,S053,P014,169,2024-05-17,2024-05-21,DISPATCHED,WH-MUMBAI
SHP01810,S053,P047,340,2024-12-19,2024-12-25,DISPATCHED,WH-MUMBAI
SHP01811,S001,P063,116,2023-03-11,2023-03-17,DISPATCHED,WH-BANGALORE
SHP01812,S085,P052,400,2023-01-23,2023-01-26,DISPATCHED,WH-HYDERABAD
SHP01813,S033,P060,130,2023-01-15,2023-01-22,DISPATCHED,WH-HYDERABAD
SHP01814,S033,P092,281,2024-01-03,2024-01-08,DISPATCHED,WH-DELHI
SHP01815,S096,P044,73,2023-10-21,2023-10-25,DISPATCHED,WH-MUMBAI
SHP01816,S083,P023,302,2024-05-18,2024-05-22,DISPATCHED,WH-MUMBAI
SHP01817,S016,P090,135,2024-02-19,2024-02-23,DISPATCHED,WH-BANGALORE
SHP01818,S042,P037,306,2023-12-25,2023-12-28,DISPATCHED,WH-BANGALORE
SHP01819,S088,P007,496,2023-09-25,2023-09-28,DISPATCHED,WH-HYDERABAD
SHP01820,S028,P019,433,2023-04-03,2023-04-06,DISPATCHED,WH-DELHI
SHP01821,S098,P056,349,2023-01-09,2023-01-12,DISPATCHED,WH-HYDERABAD
SHP01822,S078,P077,102,2024-04-23,2024-04-26,DISPATCHED,WH-HYDERABAD
SHP01823,S029,P024,81,2023-06-14,2023-06-17,DISPATCHED,WH-MUMBAI
SHP01824,S084,P058,487,2023-09-09,2023-09-15,DISPATCHED,WH-MUMBAI
SHP01825,S066,P082,223,2023-02-20,2023-02-24,DISPATCHED,WH-DELHI
SHP01826,S058,P047,468,2024-10-27,2024-11-02,DISPATCHED,WH-DELHI
SHP01827,S060,P034,88,2023-01-05,2023-01-08,DISPATCHED,WH-HYDERABAD
SHP01828,S074,P010,162,2024-11-16,2024-11-20,DISPATCHED,WH-DELHI
SHP01829,S080,P090,168,2023-11-08,2023-11-12,DISPATCHED,WH-HYDERABAD
SHP01830,S012,P031,422,2024-01-22,2024-01-26,DISPATCHED,WH-MUMBAI
SHP01831,S038,P003,190,2023-06-09,2023-06-14,DISPATCHED,WH-HYDERABAD
SHP01832,S036,P089,108,2023-01-26,2023-02-02,DISPATCHED,WH-DELHI
SHP01833,S047,P060,406,2023-05-30,2023-06-02,DISPATCHED,WH-DELHI
SHP01834,S005,P014,86,2023-04-13,2023-04-19,DISPATCHED,WH-DELHI
SHP01835,S095,P084,376,2024-12-17,2024-12-21,DISPATCHED,WH-BANGALORE
SHP01836,S002,P018,479,2023-11-21,2023-11-25,DISPATCHED,WH-HYDERABAD
SHP01837,S012,P082,467,2023-03-24,2023-03-31,DISPATCHED,WH-BANGALORE
SHP01838,S027,P078,51,2024-03-16,2024-03-20,DISPATCHED,WH-BANGALORE
SHP01839,S003,P051,129,2023-09-29,2023-10-02,DISPATCHED,WH-MUMBAI
SHP01840,S081,P075,68,2024-12-19,2024-12-23,DISPATCHED,WH-MUMBAI
SHP01841,S054,P091,403,2024-12-04,2024-12-11,DISPATCHED,WH-MUMBAI
SHP01842,S054,P059,500,2023-10-13,2023-10-16,DISPATCHED,WH-BANGALORE
SHP01843,S091,P001,113,2024-01-18,2024-01-21,DISPATCHED,WH-BANGALORE
SHP01844,S043,P005,378,2023-03-31,2023-04-04,DISPATCHED,WH-DELHI
SHP01845,S071,P090,456,2023-11-30,2023-12-07,DISPATCHED,WH-DELHI
SHP01846,S059,P067,105,2024-12-05,2024-12-09,DISPATCHED,WH-DELHI
SHP01847,S006,P005,422,2023-03-21,2023-03-26,DISPATCHED,WH-MUMBAI
SHP01848,S028,P094,429,2024-06-16,2024-06-21,DISPATCHED,WH-MUMBAI
SHP01849,S024,P053,76,2024-04-03,2024-04-06,DISPATCHED,WH-BANGALORE
SHP01850,S089,P068,81,2023-08-28,2023-09-03,DISPATCHED,WH-HYDERABAD
SHP01851,S085,P067,221,2023-04-27,2023-05-04,DISPATCHED,WH-HYDERABAD
SHP01852,S100,P017,413,2024-04-19,2024-04-25,DISPATCHED,WH-DELHI
SHP01853,S032,P061,419,2024-02-02,2024-02-07,DISPATCHED,WH-HYDERABAD
SHP01854,S038,P052,114,2023-07-31,2023-08-04,DISPATCHED,WH-HYDERABAD
SHP01855,S081,P086,391,2024-04-13,2024-04-16,DISPATCHED,WH-MUMBAI
SHP01856,S001,P031,56,2023-08-24,2023-08-29,DISPATCHED,WH-MUMBAI
SHP01857,S087,P007,189,2024-08-15,2024-08-18,DISPATCHED,WH-DELHI
SHP01858,S091,P028,60,2023-04-04,2023-04-08,DISPATCHED,WH-MUMBAI
SHP01859,S024,P080,174,2023-04-04,2023-04-10,DISPATCHED,WH-BANGALORE
SHP01860,S096,P049,126,2023-02-24,2023-03-03,DISPATCHED,WH-MUMBAI
SHP01861,S032,P093,479,2024-04-04,2024-04-11,DISPATCHED,WH-MUMBAI
SHP01862,S060,P032,107,2024-03-13,2024-03-19,DISPATCHED,WH-BANGALORE
SHP01863,S052,P064,396,2024-10-15,2024-10-22,DISPATCHED,WH-MUMBAI
SHP01864,S076,P073,345,2023-10-05,2023-10-08,DISPATCHED,WH-MUMBAI
SHP01865,S058,P007,266,2024-10-06,2024-10-13,DISPATCHED,WH-MUMBAI
SHP01866,S047,P069,327,2024-11-24,2024-11-29,DISPATCHED,WH-DELHI
SHP01867,S041,P073,464,2024-01-22,2024-01-26,DISPATCHED,WH-DELHI
SHP01868,S046,P032,363,2024-10-03,2024-10-07,DISPATCHED,WH-BANGALORE
SHP01869,S088,P024,224,2023-11-28,2023-12-04,DISPATCHED,WH-HYDERABAD
SHP01870,S024,P014,91,2024-10-08,2024-10-11,DISPATCHED,WH-DELHI
SHP01871,S036,P005,394,2023-04-04,2023-04-11,DISPATCHED,WH-HYDERABAD
SHP01872,S075,P009,339,2023-10-10,2023-10-17,DISPATCHED,WH-HYDERABAD
SHP01873,S076,P030,142,2023-03-14,2023-03-21,DISPATCHED,WH-MUMBAI
SHP01874,S009,P052,259,2023-12-28,2024-01-04,DISPATCHED,WH-BANGALORE
SHP01875,S058,P077,220,2023-08-15,2023-08-21,DISPATCHED,WH-BANGALORE
SHP01876,S077,P093,231,2024-06-21,2024-06-26,DISPATCHED,WH-HYDERABAD
SHP01877,S035,P077,293,2023-03-12,2023-03-17,DISPATCHED,WH-DELHI
SHP01878,S043,P020,219,2024-07-08,2024-07-12,DISPATCHED,WH-DELHI
SHP01879,S023,P091,411,2024-08-21,2024-08-27,DISPATCHED,WH-BANGALORE
SHP01880,S037,P021,463,2023-03-01,2023-03-06,DISPATCHED,WH-MUMBAI
SHP01881,S025,P036,142,2024-09-13,2024-09-20,DISPATCHED,WH-BANGALORE
SHP01882,S019,P047,387,2024-07-17,2024-07-24,DISPATCHED,WH-HYDERABAD
SHP01883,S058,P046,60,2024-12-22,2024-12-25,DISPATCHED,WH-BANGALORE
SHP01884,S078,P082,306,2023-07-08,2023-07-12,DISPATCHED,WH-DELHI
SHP01885,S014,P040,346,2024-08-04,2024-08-08,DISPATCHED,WH-BANGALORE
SHP01886,S095,P025,489,2024-01-01,2024-01-05,DISPATCHED,WH-MUMBAI
SHP01887,S060,P024,71,2023-03-04,2023-03-10,DISPATCHED,WH-MUMBAI
SHP01888,S016,P021,60,2023-10-30,2023-11-05,DISPATCHED,WH-MUMBAI
SHP01889,S082,P035,289,2023-06-04,2023-06-07,DISPATCHED,WH-DELHI
SHP01890,S075,P028,433,2023-11-01,2023-11-07,DISPATCHED,WH-HYDERABAD
SHP01891,S055,P028,111,2024-07-10,2024-07-15,DISPATCHED,WH-MUMBAI
SHP01892,S097,P093,468,2023-02-28,2023-03-06,DISPATCHED,WH-HYDERABAD
SHP01893,S062,P021,474,2023-11-04,2023-11-07,DISPATCHED,WH-DELHI
SHP01894,S041,P076,470,2023-09-18,2023-09-21,DISPATCHED,WH-DELHI
SHP01895,S060,P100,350,2023-03-18,2023-03-23,DISPATCHED,WH-MUMBAI
SHP01896,S021,P018,100,2023-09-23,2023-09-26,DISPATCHED,WH-HYDERABAD
SHP01897,S036,P004,184,2024-01-29,2024-02-05,DISPATCHED,WH-DELHI
SHP01898,S070,P060,497,2024-04-08,2024-04-15,DISPATCHED,WH-MUMBAI
SHP01899,S018,P057,244,2024-11-15,2024-11-22,DISPATCHED,WH-MUMBAI
SHP01900,S099,P043,52,2024-06-27,2024-07-03,DISPATCHED,WH-DELHI
SHP01901,S009,P045,458,2024-05-04,2024-05-11,DISPATCHED,WH-DELHI
SHP01902,S015,P024,317,2023-10-25,2023-10-29,DISPATCHED,WH-MUMBAI
SHP01903,S080,P013,106,2023-10-13,2023-10-20,DISPATCHED,WH-HYDERABAD
SHP01904,S075,P035,110,2023-05-16,2023-05-19,DISPATCHED,WH-BANGALORE
SHP01905,S083,P010,357,2023-03-12,2023-03-15,DISPATCHED,WH-DELHI
SHP01906,S076,P076,460,2024-05-20,2024-05-26,DISPATCHED,WH-MUMBAI
SHP01907,S051,P073,314,2023-06-13,2023-06-19,DISPATCHED,WH-MUMBAI
SHP01908,S041,P001,403,2024-09-24,2024-09-27,DISPATCHED,WH-BANGALORE
SHP01909,S053,P046,125,2024-02-21,2024-02-26,DISPATCHED,WH-MUMBAI
SHP01910,S086,P029,443,2023-05-12,2023-05-16,DISPATCHED,WH-MUMBAI
SHP01911,S005,P079,326,2023-01-17,2023-01-21,DISPATCHED,WH-DELHI
SHP01912,S050,P035,410,2023-11-20,2023-11-23,DISPATCHED,WH-DELHI
SHP01913,S086,P047,356,2023-11-08,2023-11-15,DISPATCHED,WH-HYDERABAD
SHP01914,S087,P025,395,2024-02-07,2024-02-14,DISPATCHED,WH-MUMBAI
SHP01915,S069,P047,53,2023-10-31,2023-11-04,DISPATCHED,WH-HYDERABAD
SHP01916,S051,P002,233,2023-11-28,2023-12-04,DISPATCHED,WH-HYDERABAD
SHP01917,S058,P100,121,2024-02-24,2024-03-01,DISPATCHED,WH-MUMBAI
SHP01918,S090,P042,442,2023-06-28,2023-07-03,DISPATCHED,WH-BANGALORE
SHP01919,S098,P017,89,2023-02-19,2023-02-25,DISPATCHED,WH-DELHI
SHP01920,S054,P037,347,2023-08-11,2023-08-16,DISPATCHED,WH-HYDERABAD
SHP01921,S023,P054,244,2024-09-01,2024-09-04,DISPATCHED,WH-HYDERABAD
SHP01922,S080,P036,481,2024-06-08,2024-06-13,DISPATCHED,WH-HYDERABAD
SHP01923,S038,P050,247,2023-10-22,2023-10-28,DISPATCHED,WH-BANGALORE
SHP01924,S003,P008,459,2024-09-10,2024-09-16,DISPATCHED,WH-HYDERABAD
SHP01925,S068,P065,163,2023-01-06,2023-01-10,DISPATCHED,WH-HYDERABAD
SHP01926,S090,P097,218,2023-11-03,2023-11-09,DISPATCHED,WH-HYDERABAD
SHP01927,S031,P041,254,2023-07-01,2023-07-04,DISPATCHED,WH-HYDERABAD
SHP01928,S004,P094,341,2023-04-12,2023-04-19,DISPATCHED,WH-BANGALORE
SHP01929,S086,P006,216,2023-11-23,2023-11-26,DISPATCHED,WH-DELHI
SHP01930,S043,P064,61,2023-07-27,2023-08-02,DISPATCHED,WH-DELHI
SHP01931,S006,P010,291,2024-07-11,2024-07-18,DISPATCHED,WH-BANGALORE
