shipment_id,supplier_id,product_id_x,shipped_quantity,dispatch_date,expected_delivery_date,status_x,destination_warehouse,_ingested_at_x,_source_file_x,_pipeline_version_x,_fail_reason_x,receipt_id,product_id_y,received_quantity,actual_receipt_date,warehouse_id,status_y,_ingested_at_y,_source_file_y,_pipeline_version_y,_fail_reason_y,delay_days
SHP02033,S034,P097,216,2024-09-06,2024-09-09,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02033,P097,216,2024-09-13,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02034,S087,P077,403,2023-11-10,2023-11-14,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02034,P077,403,2023-11-19,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02037,S088,P060,428,2024-08-28,2024-09-01,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02037,P060,428,2024-09-06,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02039,S057,P070,428,2023-08-10,2023-08-13,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02039,P070,428,2023-08-19,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP02044,S001,P100,88,2024-08-15,2024-08-19,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02044,P100,88,2024-08-24,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02049,S099,P017,402,2023-03-02,2023-03-06,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02049,P017,402,2023-03-10,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02058,S024,P019,402,2023-04-02,2023-04-05,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02058,P019,402,2023-04-11,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP02064,S046,P073,368,2023-01-31,2023-02-03,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02064,P073,368,2023-02-09,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP02065,S021,P078,334,2023-01-02,2023-01-05,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02065,P078,334,2023-01-10,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02071,S060,P070,148,2024-07-15,2024-07-19,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02071,P070,148,2024-07-23,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02073,S019,P054,137,2023-07-18,2023-07-21,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02073,P054,137,2023-07-26,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02087,S016,P068,67,2024-11-20,2024-11-24,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02087,P068,67,2024-11-29,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02088,S022,P065,487,2024-05-30,2024-06-03,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02088,P065,487,2024-06-08,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02093,S058,P015,199,2023-01-08,2023-01-11,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02093,P015,199,2023-01-15,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02097,S087,P050,269,2023-05-30,2023-06-03,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02097,P050,269,2023-06-07,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02108,S062,P082,136,2024-09-04,2024-09-09,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02108,P082,136,2024-09-13,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02114,S023,P083,178,2024-06-07,2024-06-12,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02114,P083,178,2024-06-16,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02115,S052,P083,333,2024-02-24,2024-02-29,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02115,P083,333,2024-03-04,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02116,S027,P047,177,2023-10-16,2023-10-20,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02116,P047,177,2023-10-25,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02136,S075,P017,289,2023-08-13,2023-08-17,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02136,P017,289,2023-08-21,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02137,S014,P078,471,2023-04-03,2023-04-08,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02137,P078,471,2023-04-12,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02140,S023,P013,408,2023-01-16,2023-01-20,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02140,P013,408,2023-01-24,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02142,S011,P090,325,2023-02-20,2023-02-23,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02142,P090,325,2023-03-01,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP02155,S019,P005,393,2023-04-03,2023-04-07,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02155,P005,393,2023-04-12,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02162,S008,P091,101,2023-01-07,2023-01-10,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02162,P091,101,2023-01-15,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02185,S060,P089,484,2023-03-21,2023-03-24,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02185,P089,484,2023-03-30,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP02190,S070,P048,407,2024-07-04,2024-07-08,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02190,P048,407,2024-07-13,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02197,S089,P013,296,2023-03-24,2023-03-27,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02197,P013,296,2023-04-02,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP02202,S057,P014,195,2024-04-27,2024-05-02,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02202,P014,195,2024-05-06,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02208,S015,P031,110,2024-08-14,2024-08-18,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02208,P031,110,2024-08-23,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02209,S036,P006,449,2023-08-01,2023-08-04,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02209,P006,449,2023-08-09,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02213,S055,P040,327,2024-01-13,2024-01-18,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02213,P040,327,2024-01-22,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02218,S019,P080,115,2024-05-13,2024-05-16,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02218,P080,115,2024-05-20,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02220,S097,P021,208,2024-10-26,2024-10-30,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02220,P021,208,2024-11-04,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02238,S078,P035,287,2023-11-28,2023-12-01,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02238,P035,287,2023-12-05,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02243,S075,P072,234,2023-01-23,2023-01-27,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02243,P072,234,2023-01-31,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02244,S090,P007,104,2024-12-08,2024-12-11,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02244,P007,104,2024-12-16,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02248,S081,P031,415,2023-09-30,2023-10-04,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02248,P031,415,2023-10-09,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02254,S007,P060,171,2024-07-19,2024-07-22,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02254,P060,171,2024-07-28,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP02265,S002,P091,354,2023-10-03,2023-10-07,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02265,P091,354,2023-10-11,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02267,S049,P004,82,2024-07-11,2024-07-15,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02267,P004,82,2024-07-19,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02270,S009,P061,170,2023-04-16,2023-04-19,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02270,P061,170,2023-04-23,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02280,S065,P080,86,2023-03-11,2023-03-16,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02280,P080,86,2023-03-20,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02287,S034,P075,322,2024-01-09,2024-01-14,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02287,P075,322,2024-01-18,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02288,S085,P026,179,2023-09-23,2023-09-26,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02288,P026,179,2023-09-30,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02291,S036,P066,109,2023-02-06,2023-02-10,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02291,P066,109,2023-02-15,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02295,S100,P043,183,2024-01-11,2024-01-15,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02295,P043,183,2024-01-20,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02296,S034,P077,59,2024-06-13,2024-06-17,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02296,P077,59,2024-06-21,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02298,S026,P081,390,2023-08-13,2023-08-16,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02298,P081,390,2023-08-21,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02306,S071,P049,388,2023-02-14,2023-02-17,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02306,P049,388,2023-02-23,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP02309,S033,P046,440,2024-08-28,2024-08-31,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02309,P046,440,2024-09-05,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02313,S028,P090,293,2024-01-31,2024-02-03,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02313,P090,293,2024-02-08,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02314,S086,P070,477,2023-05-11,2023-05-14,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02314,P070,477,2023-05-19,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02331,S098,P065,399,2024-05-15,2024-05-19,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02331,P065,399,2024-05-23,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02334,S089,P021,326,2024-02-25,2024-02-29,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02334,P021,326,2024-03-05,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02337,S073,P050,427,2023-12-12,2023-12-15,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02337,P050,427,2023-12-20,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02342,S039,P090,250,2024-06-11,2024-06-15,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02342,P090,250,2024-06-19,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02343,S075,P077,330,2024-03-02,2024-03-05,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02343,P077,330,2024-03-11,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP02347,S016,P036,467,2024-11-18,2024-11-23,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02347,P036,467,2024-11-27,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02351,S084,P083,179,2024-04-13,2024-04-16,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02351,P083,179,2024-04-20,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02360,S063,P025,102,2023-09-21,2023-09-26,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02360,P025,102,2023-09-30,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02361,S098,P007,373,2024-02-05,2024-02-08,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02361,P007,373,2024-02-13,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02365,S020,P085,51,2023-03-12,2023-03-15,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02365,P085,51,2023-03-21,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP02379,S094,P098,288,2024-02-05,2024-02-09,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02379,P098,288,2024-02-13,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02386,S071,P022,184,2023-01-01,2023-01-04,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02386,P022,184,2023-01-08,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02388,S033,P099,354,2023-06-29,2023-07-02,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02388,P099,354,2023-07-08,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP02401,S060,P067,447,2024-02-26,2024-03-01,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02401,P067,447,2024-03-06,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02402,S008,P069,166,2023-06-28,2023-07-01,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02402,P069,166,2023-07-05,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02407,S094,P097,450,2024-07-23,2024-07-27,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02407,P097,450,2024-07-31,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02419,S032,P097,256,2023-12-25,2023-12-30,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02419,P097,256,2024-01-03,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02439,S030,P099,85,2024-06-15,2024-06-18,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02439,P099,85,2024-06-22,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02440,S069,P026,65,2024-11-29,2024-12-03,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02440,P026,65,2024-12-08,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02446,S030,P068,434,2023-04-14,2023-04-17,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02446,P068,434,2023-04-23,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP02448,S022,P052,227,2024-04-13,2024-04-18,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02448,P052,227,2024-04-22,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02452,S043,P093,235,2024-04-30,2024-05-03,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02452,P093,235,2024-05-08,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02455,S004,P062,80,2023-01-31,2023-02-05,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02455,P062,80,2023-02-09,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02466,S072,P090,60,2024-05-14,2024-05-17,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02466,P090,60,2024-05-22,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02478,S039,P018,368,2023-10-25,2023-10-29,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02478,P018,368,2023-11-02,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02481,S043,P019,108,2023-01-16,2023-01-19,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02481,P019,108,2023-01-23,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02485,S081,P069,372,2023-09-18,2023-09-22,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02485,P069,372,2023-09-27,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02493,S067,P061,386,2023-08-24,2023-08-28,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02493,P061,386,2023-09-02,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02494,S028,P030,128,2024-08-19,2024-08-22,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02494,P030,128,2024-08-28,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP02495,S007,P071,156,2024-07-08,2024-07-12,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02495,P071,156,2024-07-16,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02497,S022,P075,253,2023-02-25,2023-03-01,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02497,P075,253,2023-03-06,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02516,S070,P100,230,2024-07-05,2024-07-10,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02516,P100,230,2024-07-14,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02519,S040,P089,289,2024-05-27,2024-05-31,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02519,P089,289,2024-06-04,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02541,S020,P005,56,2023-08-24,2023-08-28,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02541,P005,56,2023-09-02,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02544,S078,P048,494,2024-10-21,2024-10-24,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02544,P048,494,2024-10-30,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP02546,S093,P099,399,2023-09-29,2023-10-02,DISPATCHED,WH-HYDERABAD,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02546,P099,399,2023-10-07,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,5
SHP02555,S054,P036,483,2024-04-18,2024-04-21,DISPATCHED,WH-DELHI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02555,P036,483,2024-04-27,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP02562,S024,P035,399,2023-11-14,2023-11-18,DISPATCHED,WH-BANGALORE,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02562,P035,399,2023-11-22,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
SHP02567,S021,P022,394,2023-04-16,2023-04-19,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02567,P022,394,2023-04-25,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,6
SHP02573,S034,P079,130,2023-09-16,2023-09-20,DISPATCHED,WH-MUMBAI,2026-07-12 23:15:22.781407,supplier_shipments.csv,1.0,,RCP02573,P079,130,2023-09-24,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0,,4
