receipt_id,shipment_id,product_id,received_quantity,actual_receipt_date,warehouse_id,status,_ingested_at,_source_file,_pipeline_version
RCP02430,SHP02430,P006,57,2024-07-24,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02431,SHP02431,P045,283,2024-06-13,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02432,SHP02432,P004,196,2024-02-15,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02433,SHP02433,P031,140,2023-08-30,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02434,SHP02434,P014,151,2024-08-18,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02435,SHP02435,P049,288,2024-11-27,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02436,SHP02436,P097,288,2023-08-02,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02437,SHP02437,P079,461,2023-04-04,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02438,SHP02438,P077,205,2023-11-14,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02439,SHP02439,P099,85,2024-06-22,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02440,SHP02440,P026,65,2024-12-08,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02441,SHP02441,P081,81,2024-05-13,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02442,SHP02442,P096,271,2024-09-22,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02443,SHP02443,P003,133,2024-05-13,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02444,SHP02444,P057,403,2024-01-16,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02445,SHP02445,P033,60,2024-10-23,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02446,SHP02446,P068,434,2023-04-23,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02447,SHP02447,P058,220,2024-05-15,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02448,SHP02448,P052,227,2024-04-22,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02449,SHP02449,P079,290,2024-12-19,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02450,SHP02450,P021,394,2023-12-30,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02451,SHP02451,P029,406,2024-09-18,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02452,SHP02452,P093,235,2024-05-08,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02453,SHP02453,P072,409,2024-05-09,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02454,SHP02454,P014,127,2024-10-09,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02455,SHP02455,P062,80,2023-02-09,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02456,SHP02456,P084,369,2023-07-02,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02457,SHP02457,P058,427,2023-03-12,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02458,SHP02458,P051,363,2024-06-04,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02459,SHP02459,P016,206,2023-01-05,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02460,SHP02460,P099,431,2023-12-12,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02461,SHP02461,P035,212,2023-04-04,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02462,SHP02462,P096,52,2024-01-09,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02463,SHP02463,P003,217,2024-07-07,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02464,SHP02464,P084,73,2023-03-17,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02465,SHP02465,P002,146,2024-05-07,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02466,SHP02466,P090,60,2024-05-22,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02467,SHP02467,P032,163,2023-10-06,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02468,SHP02468,P089,376,2023-10-25,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02469,SHP02469,P038,249,2023-11-13,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02470,SHP02470,P031,460,2023-05-07,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02471,SHP02471,P051,74,2024-03-19,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02472,SHP02472,P081,80,2023-04-10,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02473,SHP02473,P017,417,2024-03-27,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02474,SHP02474,P025,370,2023-06-28,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02475,SHP02475,P022,67,2023-08-02,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02476,SHP02476,P049,247,2023-07-09,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02477,SHP02477,P033,260,2023-07-09,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02478,SHP02478,P018,368,2023-11-02,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02479,SHP02479,P069,378,2023-04-15,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02480,SHP02480,P004,483,2023-12-21,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02481,SHP02481,P019,108,2023-01-23,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02482,SHP02482,P046,327,2024-08-09,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02483,SHP02483,P068,412,2023-04-27,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02484,SHP02484,P022,306,2024-04-27,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02485,SHP02485,P069,372,2023-09-27,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02486,SHP02486,P013,257,2023-04-20,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02487,SHP02487,P008,162,2023-07-17,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02488,SHP02488,P072,84,2024-05-10,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02489,SHP02489,P100,448,2023-09-14,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02490,SHP02490,P033,101,2024-09-03,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02491,SHP02491,P094,354,2024-02-27,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02492,SHP02492,P054,489,2023-10-06,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02493,SHP02493,P061,386,2023-09-02,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02494,SHP02494,P030,128,2024-08-28,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02495,SHP02495,P071,156,2024-07-16,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02496,SHP02496,P014,116,2024-06-04,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02497,SHP02497,P075,253,2023-03-06,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02498,SHP02498,P076,473,2024-04-22,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02499,SHP02499,P010,340,2023-03-29,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02500,SHP02500,P013,274,2023-10-15,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02501,SHP02501,P065,254,2023-09-12,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02502,SHP02502,P035,408,2024-07-16,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02503,SHP02503,P066,211,2023-01-13,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02504,SHP02504,P007,222,2024-05-18,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02505,SHP02505,P026,162,2024-12-25,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02506,SHP02506,P001,96,2023-03-13,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02507,SHP02507,P021,307,2024-03-31,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02508,SHP02508,P055,483,2023-09-21,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02509,SHP02509,P056,417,2024-05-03,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02510,SHP02510,P045,255,2023-04-30,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02511,SHP02511,P016,395,2023-06-06,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02512,SHP02512,P010,214,2024-01-25,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02513,SHP02513,P060,465,2023-05-19,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02514,SHP02514,P067,240,2024-05-03,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02515,SHP02515,P058,496,2024-11-03,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02516,SHP02516,P100,230,2024-07-14,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02517,SHP02517,P068,379,2023-09-18,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02518,SHP02518,P034,394,2023-01-17,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02519,SHP02519,P089,289,2024-06-04,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02520,SHP02520,P009,440,2024-01-06,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02521,SHP02521,P067,191,2024-01-29,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02522,SHP02522,P003,337,2023-08-16,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02523,SHP02523,P001,308,2023-12-02,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02524,SHP02524,P068,82,2024-11-08,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02525,SHP02525,P007,195,2023-03-11,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02526,SHP02526,P035,271,2023-01-17,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02527,SHP02527,P088,141,2023-01-25,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02528,SHP02528,P085,475,2024-11-23,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02529,SHP02529,P019,220,2024-07-26,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02530,SHP02530,P080,493,2024-01-31,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02531,SHP02531,P043,293,2023-10-16,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02532,SHP02532,P046,215,2024-03-12,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02533,SHP02533,P094,120,2024-09-22,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02534,SHP02534,P024,437,2024-12-22,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02535,SHP02535,P045,209,2024-05-07,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02536,SHP02536,P056,249,2024-10-15,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02537,SHP02537,P067,375,2023-01-24,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02538,SHP02538,P075,410,2024-10-18,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02539,SHP02539,P100,357,2024-11-04,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02540,SHP02540,P018,60,2024-06-01,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02541,SHP02541,P005,56,2023-09-02,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02542,SHP02542,P074,137,2024-06-25,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02543,SHP02543,P084,147,2023-09-05,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02544,SHP02544,P048,494,2024-10-30,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02545,SHP02545,P035,362,2023-07-01,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02546,SHP02546,P099,399,2023-10-07,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02547,SHP02547,P064,204,2024-01-18,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02548,SHP02548,P027,236,2023-10-19,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02549,SHP02549,P042,151,2023-03-10,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02550,SHP02550,P100,104,2023-03-24,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02551,SHP02551,P077,219,2023-08-16,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02552,SHP02552,P079,393,2024-07-13,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02553,SHP02553,P074,69,2023-04-28,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02554,SHP02554,P042,62,2023-04-22,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02555,SHP02555,P036,483,2024-04-27,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02556,SHP02556,P051,328,2024-12-21,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02557,SHP02557,P072,90,2023-10-10,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02558,SHP02558,P061,500,2023-10-21,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02559,SHP02559,P030,407,2024-12-19,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02560,SHP02560,P046,470,2023-02-17,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02561,SHP02561,P040,312,2024-11-23,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02562,SHP02562,P035,399,2023-11-22,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02563,SHP02563,P061,116,2023-01-10,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02564,SHP02564,P084,236,2024-07-18,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02565,SHP02565,P079,389,2024-03-27,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02566,SHP02566,P016,147,2023-06-22,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02567,SHP02567,P022,394,2023-04-25,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02568,SHP02568,P039,416,2023-10-28,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02569,SHP02569,P006,115,2024-10-08,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02570,SHP02570,P094,418,2024-06-02,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02571,SHP02571,P002,136,2024-02-17,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02572,SHP02572,P057,395,2023-07-10,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02573,SHP02573,P079,130,2023-09-24,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02574,SHP02574,P025,227,2024-06-30,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02575,SHP02575,P017,273,2024-04-01,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02576,SHP02576,P016,375,2024-01-01,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02577,SHP02577,P044,184,2023-07-09,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02578,SHP02578,P084,435,2023-04-23,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02579,SHP02579,P098,52,2024-01-03,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02580,SHP02580,P079,134,2024-04-22,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02581,SHP02581,P073,251,2024-05-11,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02582,SHP02582,P091,160,2023-01-19,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02583,SHP02583,P078,121,2024-08-24,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02584,SHP02584,P003,93,2024-01-17,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02585,SHP02585,P011,415,2024-01-13,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02586,SHP02586,P025,196,2023-03-27,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02587,SHP02587,P048,166,2023-09-13,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02588,SHP02588,P047,288,2024-04-07,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02589,SHP02589,P090,184,2024-12-08,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02590,SHP02590,P005,164,2023-09-10,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02591,SHP02591,P019,138,2024-06-26,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02592,SHP02592,P018,361,2024-07-25,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02593,SHP02593,P013,86,2023-09-28,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02594,SHP02594,P001,453,2023-10-04,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02595,SHP02595,P067,437,2024-04-21,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02596,SHP02596,P028,415,2024-11-30,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02597,SHP02597,P006,417,2023-12-25,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02598,SHP02598,P080,388,2023-05-24,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02599,SHP02599,P093,403,2023-03-25,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02600,SHP02600,P012,368,2023-08-08,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02601,SHP02601,P073,391,2023-02-16,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02602,SHP02602,P100,157,2023-09-14,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02603,SHP02603,P017,461,2023-12-09,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02604,SHP02604,P067,79,2023-10-21,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02605,SHP02605,P028,106,2023-12-02,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02606,SHP02606,P080,469,2023-09-05,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02607,SHP02607,P059,496,2023-05-22,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02608,SHP02608,P059,272,2023-10-09,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02609,SHP02609,P031,64,2023-11-27,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02610,SHP02610,P009,442,2023-05-24,WH-HYDERABAD,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02611,SHP02611,P001,334,2023-12-07,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02612,SHP02612,P084,367,2024-03-22,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02613,SHP02613,P023,490,2024-10-24,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02614,SHP02614,P093,167,2023-05-31,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02615,SHP02615,P026,148,2024-07-10,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02616,SHP02616,P013,132,2023-09-19,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02617,SHP02617,P052,300,2024-03-29,WH-BANGALORE,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02618,SHP02618,P006,305,2024-06-06,WH-MUMBAI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02619,SHP02619,P037,404,2024-07-07,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
RCP02620,SHP02620,P056,312,2023-02-18,WH-DELHI,RECEIVED,2026-07-12 23:15:22.828274,warehouse_receipts.csv,1.0
